./concs/0.750/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a_0219_3ao3ap3aq3ar3as3at/POSCAR,0
./concs/0.750/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a_0219_3ao3ap3aq3ar3as3at/POSCAR,0
./concs/0.750/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a_0224_3ao3ap3aq3ar3au3av/POSCAR,0
./concs/0.750/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a_0245_3ap3ar3as3at3au3av/POSCAR,0
./concs/0.750/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a_0243_3ap3aq3ar3at3au3av/POSCAR,0
./concs/0.750/POSCAR_155t2k8_04_6c6c3b3a6c/POSCAR_155t2k8_04_6c6c3b3a6c_0026_6co6cp3bq3ar/POSCAR,0
./concs/0.750/POSCAR_166t1k8_01_3a6c6c6c3b/POSCAR_166t1k8_01_3a6c6c6c3b_0028_3ao6cq6cr3bs/POSCAR,0
./concs/0.750/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a_0235_3ao3aq3ar3as3at3av/POSCAR,0
./concs/0.750/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a_0238_3ao3aq3as3at3au3av/POSCAR,0
./concs/0.750/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a_0235_3ao3aq3ar3as3at3av/POSCAR,0
./concs/0.750/POSCAR_155t2k8_04_6c6c3b3a6c/POSCAR_155t2k8_04_6c6c3b3a6c_0027_6co3bq3ar6cs/POSCAR,0
./concs/0.750/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a_0243_3ap3aq3ar3at3au3av/POSCAR,0
./concs/0.750/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a_0245_3ap3ar3as3at3au3av/POSCAR,0
./concs/0.750/POSCAR_148t2k8_01_3a6c6c6c3b/POSCAR_148t2k8_01_3a6c6c6c3b_0028_3ao6cq6cr3bs/POSCAR,0
./concs/0.750/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a_0224_3ao3ap3aq3ar3au3av/POSCAR,0
./concs/0.750/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a_0231_3ao3ap3ar3as3au3av/POSCAR,0
./concs/0.750/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a/POSCAR_146t4k8_01_3a3a3a3a3a3a3a3a_0225_3ao3ap3aq3as3at3au/POSCAR,0
./concs/0.750/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a/POSCAR_160t2k8_01_3a3a3a3a3a3a3a3a_0225_3ao3ap3aq3as3at3au/POSCAR,0
